portal_id,title_ru,title_en
1266,Письма художника Зотова Владимира Семеновича к К.Э. Циолковскому,Letters of the artist Zotov Vladimir Semyonovich to K. E. Tsiolkovsky
1267,Письма профессора Харьковского Технологического института Зуева М.Д. к К.Э. Циолковскому,Letters of the professor of the Kharkov Technological Institute Zuev M. D. to K. E. Tsiolkovsky
1268,Письма графолога-эксперта Зуева-Инсарова Дмитрия Митрофановича к К.Э. Циолковскому,Letters of the graphologist-expert Zuev-Insarov Dmitry Mitrofanovich to K. E. Tsiolkovsky
1269,Письма командира Красной Армии Иванова А.И. к К.Э. Циолковскому,Letters of the Red Army commander Ivanov A. I. to K. E. Tsiolkovsky
1270,Письма Иванова Александра к К.Э. Циолковскому,Letters of Ivanov Alexander to K. E. Tsiolkovsky
1271,Письмо Иванова Григория Григорьевича к К.Э. Циолковскому,Letter from Grigory Grigorievich Ivanov to K. E. Tsiolkovsky
1272,Письма [учителя] Иванова П. к К.Э. Циолковскому,Letters from [teacher] P. Ivanov to K. E. Tsiolkovsky
1273,Письмо ученика школы ФЗУ Иванова Ю. к К.Э. Циолковскому,"Letter from Yu. Ivanov, a student of an FZU school, to K. E. Tsiolkovsky"
1274,Письмо инженера Иванова Ю.И. к К.Э. Циолковскому,Letter from engineer Yu. I. Ivanov to K. E. Tsiolkovsky
1275,Письмо журналиста Ивановского А.И. к К.Э. Циолковскому,Letter from journalist A. I. Ivanovsky to K. E. Tsiolkovsky
1276,Письмо Иванушкина И. и др. сотрудников Вычислительного Бюро Геодезического комитета ВСНХ к К.Э. Циолковскому,Letter from I. Ivanushkin and other staff members of the Computing Bureau of the Geodetic Committee of the VSNKh to K. E. Tsiolkovsky
1277,Письмо Иванченко А. к К.Э. Циолковскому,Letter from A. Ivanchenko to K. E. Tsiolkovsky
1278,Письма изобретателя Ивашнина Евгения Васильевича к К.Э. Циолковскому,Letters from inventor Evgeny Vasilyevich Ivashnin to K. E. Tsiolkovsky
1279,Письмо военнослужащего М.К. Иващенко к К.Э. Циолковскому,Letter from serviceman M. K. Ivashchenko to K. E. Tsiolkovsky
1280,Письмо В. Ильина к К.Э. Циолковскому,Letter from V. Ilyin to K. E. Tsiolkovsky
1281,Письма члена Президиума Осоавиахима Ф.Н. Ильина к К.Э. Циолковскому,"Letters from F. N. Ilyin, a member of the Presidium of Osoaviakhim, to K. E. Tsiolkovsky"
1282,Письмо сотрудника Мосфильма Л. Инденбом к К.Э. Циолковскому,"Letter from L. Indenbom, a staff member of Mosfilm, to K. E. Tsiolkovsky"
1283,Письмо М. Ионова к К.Э. Циолковскому,Letter from M. Ionov to K. E. Tsiolkovsky
1284,Письмо Истомина Алексея Сергеевича к К.Э. Циолковскому,Letter from Aleksei Sergeevich Istomin to K. E. Tsiolkovsky
1285,"Письма инженера, кандидата технических наук Кажинского Бернарда Бернардовича к К.Э. Циолковскому","Letters from Bernard Bernardovich Kazhinsky, engineer and candidate of technical sciences, to K. E. Tsiolkovsky"
1286,Письмо Б.И. Калашникова к К.Э. Циолковскому,Letter from B. I. Kalashnikov to K. E. Tsiolkovsky
1287,Письмо техника Кальмана к К.Э. Циолковскому,Letter from technician Kalman to K. E. Tsiolkovsky
1288,Письма Каннинг Лидии Георгиевны к К.Э. Циолковскому,Letters from Lidia Georgievna Kanning to K. E. Tsiolkovsky
1289,Письма Каннинга Павла Павловича к К.Э. Циолковскому,Letters from Pavel Pavlovich Kanning to K. E. Tsiolkovsky
1290,Письма Каракулина Михаила Григорьевича к К.Э. Циолковскому,Letters from Mikhail Grigorievich Karakulin to K. E. Tsiolkovsky
1291,Письмо Кардо-Сысоева К.Н. к К.Э. Циолковскому,Letter from K. N. Kardo-Sysoev to K. E. Tsiolkovsky
1292,"Письма редактора газеты "" Журнальная летопись"" Картавцова Ильи Михайловича к К.Э. Циолковскому","Letters from Ilya Mikhailovich Kartavtsov, editor of the newspaper ""Journal Chronicle"", to K. E. Tsiolkovsky"
1293,Письмо писателя Кассиля Льва Абрамовича к К.Э. Циолковскому,Letter from writer Lev Abramovich Kassil to K. E. Tsiolkovsky
1294,Письмо [учителя] Касьянова Василия Тихоновича к К.Э. Циолковскому,Letter from [teacher] Vasily Tikhonovich Kasyanov to K. E. Tsiolkovsky
1295,Письмо И.Д. Катаева к К.Э. Циолковскому,Letter from I. D. Kataev to K. E. Tsiolkovsky
1296,Письмо Квятковского В.Станиславовича к К.Э. Циолковскому,Letter from V. Stanislavovich Kvyatkovsky to K. E. Tsiolkovsky
1297,Письмо Квятковского Станислава Ивановича к К.Э. Циолковскому,Letter from Stanislav Ivanovich Kvyatkovsky to K. E. Tsiolkovsky
1298,Письмо продавца книг Кекушева Алексея Степановича к К.Э. Циолковскому,"Letter from Aleksei Stepanovich Kekushev, a book seller, to K. E. Tsiolkovsky"
1299,Письмо воспитанника детдома Кеммера Якова к К.Э. Циолковскому,"Letter from Yakov Kemmer, a pupil of a children's home, to K. E. Tsiolkovsky"
1300,Письмо Кенина Л. к К.Э. Циолковскому,Letter from L. Kenin to K. E. Tsiolkovsky
1301,Письма Кириллова Георгия Евгеньевича к К.Э. Циолковскому,Letters from Georgy Evgenievich Kirillov to K. E. Tsiolkovsky
1302,Письма [изобретателя] Киркеля Я.Л. к К.Э. Циолковскому,Letters from [inventor] Ya. L. Kirkel to K. E. Tsiolkovsky
1303,Письмо [инженера-дирижаблиста] Кирсанова к К.Э. Циолковскому,Letter from [airship engineer] Kirsanov to K. E. Tsiolkovsky
1304,Письма Кирштейна Олега Оттовича к К.Э. Циолковскому,Letters from Oleg Ottovich Kirshtein to K. E. Tsiolkovsky
1305,Письмо председателя Правления Ветроводсила И.З. Кирьяна к К.Э. Циолковскому,"Letter from I. Z. Kiryan, chairman of the Board of Vetrovodsila, to K. E. Tsiolkovsky"
1306,Письмо Е. Киселева к К.Э. Циолковскому,Letter from E. Kiselev to K. E. Tsiolkovsky
1307,Письмо А.К. Кислова к К.Э. Циолковскому,Letter of A. K. Kislov to K. E. Tsiolkovsky
1308,Письмо Клибанова к К.Э. Циолковскому,Letter from Klibanov to K. E. Tsiolkovsky
1309,Письмо М.И. Климовича к К.Э. Циолковскому,Letter from M. I. Klimovich to K. E. Tsiolkovsky
1310,Письмо А.С. Кнауба к К.Э. Циолковскому,Letter from A. S. Knaub to K. E. Tsiolkovsky
1311,Письмо М. Книповича к К.Э. Циолковскому,Letter from M. Knipovich to K. E. Tsiolkovsky
1312,Письма Ковальчука Мирона Михайловича к К.Э. Циолковскому,Letters from Miron Mikhailovich Kovalchuk to K. E. Tsiolkovsky
1313,Письма студента Института им. Плеханова Н. Козеренко к К.Э. Циолковскому,"Letters from N. Kozerenko, a student of the Plekhanov Institute, to K. E. Tsiolkovsky"
1314,Письмо Р.Н. Козина к К.Э. Циолковскому,Letter from R. N. Kozin to K. E. Tsiolkovsky
1315,Письмо Козлова В. [чернорабочий] к К.Э. Циолковскому,Letter from Kozlov V. [unskilled laborer] to K. E. Tsiolkovsky
